payload_detail	payload	response	response_detail	statelist	unique_response
b'101000044d51545404027a99000468506d3953390c000073694a6f66704575454ea493eb'	b'\x10\x10\x00\x04MQTT\x04\x02z\x99\x00\x04hPm9S9\x0c\x00\x00siJofpEuEN\xa4\x93\xeb'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200064d51497364700300e6ce00044775756d3c1000025458f9e96d61524d5a7a554f1f5c'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xe6\xce\x00\x04Guum<\x10\x00\x02TX\xf9\xe9maRMZzUO\x1f\\'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200044d5154540400e782000679686f3738563c11000c334b32776e6c6d7a496b6450e6c390'	b'\x10\x12\x00\x04MQTT\x04\x00\xe7\x82\x00\x06yho78V<\x11\x00\x0c3K2wnlmzIkdP\xe6\xc3\x90'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100e00044d51545404805f5c00000000c21611380f000c37616d75445433615375733862bb'	b'\x10\x0e\x00\x04MQTT\x04\x80_\\\x00\x00\x00\x00\xc2\x16\x118\x0f\x00\x0c7amuDT3aSus8b\xbb'	b' \x02\x00\x02'	b'20020002'	[]	3
b'101000044d51545404007c770004536d496800300f0008796b6242494c6a436543636344a7'	b'\x10\x10\x00\x04MQTT\x04\x00|w\x00\x04SmIh\x000\x0f\x00\x08ykbBILjCeCccD\xa7'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101000064d5149736470030024690002625690390e000a7067506b6f756845714e6c624269'	b'\x10\x10\x00\x06MQIsdp\x03\x00$i\x00\x02bV\x909\x0e\x00\npgPkouhEqNlbBi'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100c00044d51545404027a880000d614293511000a4962336e363536414732acb57a7a'	b'\x10\x0c\x00\x04MQTT\x04\x02z\x88\x00\x00\xd6\x14)5\x11\x00\nIb3n656AG2\xac\xb5zz'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200044d5154540402d19e0006375865325a343412000e335a4b623155423468753875a540'	b'\x10\x12\x00\x04MQTT\x04\x02\xd1\x9e\x00\x067Xe2Z44\x12\x00\x0e3ZKb1UB4hu8u\xa5@'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100e00044d515454040298ca00024d49c0001530120007645a64435847434c6c59456a55e630'	b'\x10\x0e\x00\x04MQTT\x04\x02\x98\xca\x00\x02MI\xc0\x00\x150\x12\x00\x07dZdCXGCLlYEjU\xe60'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200044d5154540400e1f400066d366b744862340d0006796579657439f4a838776b76713a'	b'\x10\x12\x00\x04MQTT\x04\x00\xe1\xf4\x00\x06m6ktHb4\r\x00\x06yeyet9\xf4\xa88wkvq:'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101100064d5149736470034247cf00017300003d100008513936796967684a19d74b7926a0'	b'\x10\x11\x00\x06MQIsdp\x03BG\xcf\x00\x01s\x00\x00=\x10\x00\x08Q96yighJ\x19\xd7Ky&\xa0'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200064d51497364700300ca29000439336b6c340e00046d44723691ce44336f36355179b0'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xca)\x00\x0493kl4\x0e\x00\x04mDr6\x91\xceD3o65Qy\xb0'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101100044d5154540402469100053672396639340500017106b84749800004d3232306d7'	b'\x10\x11\x00\x04MQTT\x04\x02F\x91\x00\x056r9f94\x05\x00\x01q\x06\xb8GI\x80\x00\x04\xd3##\x06\xd7'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200064d51497364700302e3c400045070683939090006706575476e4e73542dc0b3'	b'\x10\x12\x00\x06MQIsdp\x03\x02\xe3\xc4\x00\x04Pph99\t\x00\x06peuGnNsT-\xc0\xb3'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101000064d5149736470030221d400023772b03a0d00027465594c6747475135684e4887d0'	b'\x10\x10\x00\x06MQIsdp\x03\x02!\xd4\x00\x027r\xb0:\r\x00\x02teYLgGGQ5hNH\x87\xd0'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100d00044d5154540402e6800001737469403311000d634e5862637a7a6e684a4d4f3ae0'	b'\x10\r\x00\x04MQTT\x04\x02\xe6\x80\x00\x01sti@3\x11\x00\rcNXbczznhJMO:\xe0'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101100064d5149736470030242c10003673664391200003972575542505135624a4b6af16f'	b'\x10\x11\x00\x06MQIsdp\x03\x02B\xc1\x00\x03g6d9\x12\x00\x009rWUBPQ5bJKj\xf1o'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200044d5154540440d1760001580003624d37390b00004f6a6173705f42356ad8054110'	b'\x10\x12\x00\x04MQTT\x04@\xd1v\x00\x01X\x00\x03bM79\x0b\x00\x00Ojasp_B5j\xd8\x05A\x10'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200044d515454040039c800065663584d57513c0b00027346cad163543258745579c4'	b'\x10\x12\x00\x04MQTT\x04\x009\xc8\x00\x06VcXMWQ<\x0b\x00\x02sF\xca\xd1cT2XtUy\xc4'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100d00044d5154540402d84f00015040001710380e000465593371536a356935376e55690d'	b'\x10\r\x00\x04MQTT\x04\x02\xd8O\x00\x01P@\x00\x17\x108\x0e\x00\x04eY3qSj5i57nUi\r'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200064d51497364700300ae52000477576a733d0c0001510d2154414371473536d534b9'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xaeR\x00\x04wWjs=\x0c\x00\x01Q\r!TACqG56\xd54\xb9'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100e00064d514973647003020638000074b0311200025345457a6b43723679527445515570'	b'\x10\x0e\x00\x06MQIsdp\x03\x02\x068\x00\x00t\xb01\x12\x00\x02SEEzkCr6yRtEQUp'	b' \x02\x00\x02'	b'20020002'	[]	3
b'101200044d5154540402746e0006347662534c6b3b08000254495e6c3333128206351000'	b'\x10\x12\x00\x04MQTT\x04\x02tn\x00\x064vbSLk;\x08\x00\x02TI^l33\x12\x82\x065\x10\x00'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200044d51545404024fca00064a7338584178351000026965e1d36263735a664e446e5220'	b'\x10\x12\x00\x04MQTT\x04\x02O\xca\x00\x06Js8XAx5\x10\x00\x02ie\xe1\xd3bcsZfNDnR '	b' \x02\x00\x00'	b'20020000'	[]	3
b'100e00044d5154540400b5e500025970100017320d000071ce032508597766663364638670'	b'\x10\x0e\x00\x04MQTT\x04\x00\xb5\xe5\x00\x02Yp\x10\x00\x172\r\x00\x00q\xce\x03%\x08Ywff3dc\x86p'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101000044d5154540400dcc5000432687442903d0a0000005941504d486f7203116f20'	b'\x10\x10\x00\x04MQTT\x04\x00\xdc\xc5\x00\x042htB\x90=\n\x00\x00\x00YAPMHor\x03\x11o '	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200064d51497364700300df4b0217010001543911000b41745375346467757a3266445981'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xdfK\x02\x17\x01\x00\x01T9\x11\x00\x0bAtSu4dguz2fDY\x81'	b''	b''	[]	3
b'101100044d5154540480e2a200000003506c513307000070c24567530a340c00066258636260'	b'\x10\x11\x00\x04MQTT\x04\x80\xe2\xa2\x00\x00\x00\x03PlQ3\x07\x00\x00p\xc2EgS\n4\x0c\x00\x06bXcb`'	b' \x02\x00\x02'	b'20020002'	[]	3
b'100e00064d514973647003007f67000034000134090003737a64b69b457536390431'	b'\x10\x0e\x00\x06MQIsdp\x03\x00\x7fg\x00\x004\x00\x014\t\x00\x03szd\xb6\x9bEu69\x041'	b' \x02\x00\x02'	b'20020002'	[]	3
b'100f00044d51545404025a580003744b48a1330c00077670644357776477ce59614da0'	b'\x10\x0f\x00\x04MQTT\x04\x02ZX\x00\x03tKH\xa13\x0c\x00\x07vpdCWwdw\xceYaM\xa0'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200064d514973647003021c69000454327a443912000767306766384562396c35626d6130'	b'\x10\x12\x00\x06MQIsdp\x03\x02\x1ci\x00\x04T2zD9\x12\x00\x07g0gf8Eb9l5bma0'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200064d51497364700302d3ae0004563747433c100007527a41346355431701454c74ece0'	b'\x10\x12\x00\x06MQIsdp\x03\x02\xd3\xae\x00\x04V7GC<\x10\x00\x07RzA4cUC\x17\x01ELt\xec\xe0'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100e00064d514973647003003ecf00000c00340e0009767376786873547970464f46623f'	b'\x10\x0e\x00\x06MQIsdp\x03\x00>\xcf\x00\x00\x0c\x004\x0e\x00\tvsvxhsTypFOFb?'	b' \x02\x00\x02'	b'20020002'	[]	3
b'100e00064d514973647003002b280000c24d58340d000150d1dc596d775357354736485a70'	b'\x10\x0e\x00\x06MQIsdp\x03\x00+(\x00\x00\xc2MX4\r\x00\x01P\xd1\xdcYmwSW5G6HZp'	b' \x02\x00\x02'	b'20020002'	[]	3
b'101200044d5154540440df3d000359325100017034090000bb476458483757ef55ca800000'	b'\x10\x12\x00\x04MQTT\x04@\xdf=\x00\x03Y2Q\x00\x01p4\t\x00\x00\xbbGdXH7W\xefU\xca\x80\x00\x00'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100c00044d5154540402f193000076f414d03d09000272650ed676373308c3d1100056d430'	b'\x10\x0c\x00\x04MQTT\x04\x02\xf1\x93\x00\x00v\xf4\x14\xd0=\t\x00\x02re\x0e\xd6v73\x08\xc3\xd1\x10\x00V\xd40'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101100044d5154540402171600053378793169300b00096b76756945724f594bad50c2'	b'\x10\x11\x00\x04MQTT\x04\x02\x17\x16\x00\x053xy1i0\x0b\x00\tkvuiErOYK\xadP\xc2'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101100044d5154540402f14f00057269704663380400023237976621100d367785a67440'	b'\x10\x11\x00\x04MQTT\x04\x02\xf1O\x00\x05ripFc8\x04\x00\x0227\x97f!\x10\r6w\x85\xa6t@'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200044d5154540480871f00033544700000351000037454369e8b615430743055654210'	b'\x10\x12\x00\x04MQTT\x04\x80\x87\x1f\x00\x035Dp\x00\x005\x10\x00\x03tT6\x9e\x8baT0t0UeB\x10'	b''	b''	[]	3
b'100e00064d5149736470030269380000a1b2693c0c000179388977686138706a47d85478'	b'\x10\x0e\x00\x06MQIsdp\x03\x02i8\x00\x00\xa1\xb2i<\x0c\x00\x01y8\x89wha8pjG\xd8Tx'	b' \x02\x00\x02'	b'20020002'	[]	3
b'101000044d5154540402c4e900063373364f67320e00064c4d75456232b4967747597978e4'	b'\x10\x10\x00\x04MQTT\x04\x02\xc4\xe9\x00\x063s6Og2\x0e\x00\x06LMuEb2\xb4\x96wGYyx\xe4'	b''	b''	[]	3
b'100f00044d5154540400a2f100044f767150003512000a74524a69446768777a6c7e924774'	b'\x10\x0f\x00\x04MQTT\x04\x00\xa2\xf1\x00\x04OvqP\x005\x12\x00\ntRJiDghwzl~\x92Gt'	b''	b''	[]	3
b'100c00044d51545404027b880000e24b7a403b1100023767a5254f626a436146386247e0'	b'\x10\x0c\x00\x04MQTT\x04\x02{\x88\x00\x00\xe2Kz@;\x11\x00\x027g\xa5%ObjCaF8bG\xe0'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101100064d514973647003009ad800037449413c0900057341526b6b604bebf943911000f0'	b'\x10\x11\x00\x06MQIsdp\x03\x00\x9a\xd8\x00\x03tIA<\t\x00\x05sARkk`K\xeb\xf9C\x91\x10\x00\xf0'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100f00044d515454040091390003757033003011000241456a6f3741484664526664714720'	b'\x10\x0f\x00\x04MQTT\x04\x00\x919\x00\x03up3\x000\x11\x00\x02AEjo7AHFdRfdqG '	b' \x02\x00\x00'	b'20020000'	[]	3
b'101100044d515454040027860005397972564d3d10000c48495131343734783641616a4a'	"b""\x10\x11\x00\x04MQTT\x04\x00'\x86\x00\x059yrVM=\x10\x00\x0cHIQ1474x6AajJ"""	b' \x02\x00\x00'	b'20020000'	[]	3
b'100f00044d515454040048d700036152525c3b12000952526761417a62454d462e74725130'	b'\x10\x0f\x00\x04MQTT\x04\x00H\xd7\x00\x03aRR\\;\x12\x00\tRRgaAzbEMF.trQ0'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100d00044d51545404004cde00014f48900000310b00014958656437706e3373736f3880'	b'\x10\r\x00\x04MQTT\x04\x00L\xde\x00\x01OH\x90\x00\x001\x0b\x00\x01IXed7pn3sso8\x80'	b' \x02\x00\x00'	b'20020000'	[]	3
b'100e00064d5149736470030064dc000000013411000c43346d38754336724c6c64623a18'	b'\x10\x0e\x00\x06MQIsdp\x03\x00d\xdc\x00\x00\x00\x014\x11\x00\x0cC4m8uC6rLldb:\x18'	b' \x02\x00\x02'	b'20020002'	[]	3
b'101100064d51497364700300f10a00036a4b3834090007754c456f23676b1fbb4f50'	b'\x10\x11\x00\x06MQIsdp\x03\x00\xf1\n\x00\x03jK84\t\x00\x07uLEo#gk\x1f\xbbOP'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200044d51545404422f7f0000000432617333330f0008584c5130657655687319614c76fd'	b'\x10\x12\x00\x04MQTT\x04B/\x7f\x00\x00\x00\x042as33\x0f\x00\x08XLQ0evUhs\x19aLv\xfd'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101100044d51545404400e85000000033435493d1200016d317c6a694e51306e70736c354a'	b'\x10\x11\x00\x04MQTT\x04@\x0e\x85\x00\x00\x00\x0345I=\x12\x00\x01m1|jiNQ0npsl5J'	b' \x02\x00\x02'	b'20020002'	[]	3
b'101100064d5149736470030269ca00034b56573a0400003a82c361030353c51e1300'	b'\x10\x11\x00\x06MQIsdp\x03\x02i\xca\x00\x03KVW:\x04\x00\x00:\x82\xc3a\x03\x03S\xc5\x1e\x13\x00'	b' \x02\x00\x00'	b'20020000'	[]	3
b'101200044d515454040059b40006466f726e3258341000044a78547927254f567538734e4b6f'	"b""\x10\x12\x00\x04MQTT\x04\x00Y\xb4\x00\x06Forn2X4\x10\x00\x04JxTy'%OVu8sNKo"""	b' \x02\x00\x00'	b'20020000'	[]	3
b'101100044d51545404026e7c000577326d754b340e0003523570a520624f7350625055c8'	b'\x10\x11\x00\x04MQTT\x04\x02n|\x00\x05w2muK4\x0e\x00\x03R5p\xa5 bOsPbPU\xc8'	b' \x02\x00\x00P\x02\xa5 '	b'200200005002a520'	[]	4
b'101100044d515454040093c4000530594c796c340d00025434f0b8725872685453547720d0'	b'\x10\x11\x00\x04MQTT\x04\x00\x93\xc4\x00\x050YLyl4\r\x00\x02T4\xf0\xb8rXrhTSTw \xd0'	b' \x02\x00\x00'	b'20020000'	[]	4
b'100f00064d51497364700302f7af00013809380c000095763442484343334b5691a53410'	b'\x10\x0f\x00\x06MQIsdp\x03\x02\xf7\xaf\x00\x018\t8\x0c\x00\x00\x95v4BHCC3KV\x91\xa54\x10'	b' \x02\x00\x00'	b'20020000'	[]	4
b'100f00044d51545404407ffc0000000170e45030060003517752509286bf850d001550'	b'\x10\x0f\x00\x04MQTT\x04@\x7f\xfc\x00\x00\x00\x01p\xe4P0\x06\x00\x03QwRP\x92\x86\xbf\x85\r\x00\x15P'	b' \x02\x00\x02'	b'20020002'	[]	4
b'101200064d5149736470030266710004384e7a523011000351345544684d5536675867767a6190'	b'\x10\x12\x00\x06MQIsdp\x03\x02fq\x00\x048NzR0\x11\x00\x03Q4UDhMU6gXgvza\x90'	b' \x02\x00\x00'	b'20020000'	[]	4
b'101200064d5149736470030291ce00046c574e323d12000969527051507449785902f7706d1d'	b'\x10\x12\x00\x06MQIsdp\x03\x02\x91\xce\x00\x04lWN2=\x12\x00\tiRpQPtIxY\x02\xf7pm\x1d'	b' \x02\x00\x00'	b'20020000'	[]	4
b'101200064d51497364700300e1af000477367157350a0006736c79346d33173087c0db60'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xe1\xaf\x00\x04w6qW5\n\x00\x06sly4m3\x170\x87\xc0\xdb`'	b' \x02\x00\x00P\x02\x170'	b'2002000050021730'	[]	5
b'100e00044d5154540402ef9700024954433a0f00025855213b553178767676557976d3'	b'\x10\x0e\x00\x04MQTT\x04\x02\xef\x97\x00\x02ITC:\x0f\x00\x02XU!;U1xvvvUyv\xd3'	b' \x02\x00\x00'	b'20020000'	[]	5
b'100d00044d51545404024612000168bc62493411000871776c5265555257b3704e6b523f'	b'\x10\r\x00\x04MQTT\x04\x02F\x12\x00\x01h\xbcbI4\x11\x00\x08qwlReURW\xb3pNkR?'	b' \x02\x00\x00'	b'20020000'	[]	5
b'100e00044d5154540400f31d00024458d0553812000372366e38624f4f4e346d386c1050'	b'\x10\x0e\x00\x04MQTT\x04\x00\xf3\x1d\x00\x02DX\xd0U8\x12\x00\x03r6n8bOON4m8l\x10P'	b' \x02\x00\x00'	b'20020000'	[]	5
b'100e00044d5154540440259d00000000121000310d0008706156676a4d635830676541593f30'	b'\x10\x0e\x00\x04MQTT\x04@%\x9d\x00\x00\x00\x00\x12\x10\x001\r\x00\x08paVgjMcX0geAY?0'	b' \x02\x00\x02'	b'20020002'	[]	5
b'101200044d515454040077640006326868546a353b10000378327854146a435233494b766330'	b'\x10\x12\x00\x04MQTT\x04\x00wd\x00\x062hhTj5;\x10\x00\x03x2xT\x14jCR3IKvc0'	b' \x02\x00\x00@\x02T\x14'	b'2002000040025414'	[]	6
b'101200064d514973647003807fbd0000000254723c0f00054c6c764d565427744f5566457b40'	"b""\x10\x12\x00\x06MQIsdp\x03\x80\x7f\xbd\x00\x00\x00\x02Tr<\x0f\x00\x05LlvMVT'tOUfE{@"""	b' \x02\x00\x02'	b'20020002'	[]	6
b'101200044d515454040200470006737a72486c5a3d0f00054f6d6c31614a58546e6931546549'	b'\x10\x12\x00\x04MQTT\x04\x02\x00G\x00\x06szrHlZ=\x0f\x00\x05Oml1aJXTni1TeI'	b' \x02\x00\x00'	b'20020000'	[]	6
b'101100044d51545404426cd5000243480001533810000e664c6270464f4c7943754a64fc80'	b'\x10\x11\x00\x04MQTT\x04Bl\xd5\x00\x02CH\x00\x01S8\x10\x00\x0efLbpFOLyCuJd\xfc\x80'	b' \x02\x00\x00'	b'20020000'	[]	6
b'101200044d5154540482b1d50000000474737262350800037a4f32cb197633d0d8b0'	b'\x10\x12\x00\x04MQTT\x04\x82\xb1\xd5\x00\x00\x00\x04tsrb5\x08\x00\x03zO2\xcb\x19v3\xd0\xd8\xb0'	b' \x02\x00\x00P\x02\xcb\x19'	b'200200005002cb19'	[]	7
b'101100044d51545404022c15000562526b70333811000c6f306e7256685245737038637407'	b'\x10\x11\x00\x04MQTT\x04\x02,\x15\x00\x05bRkp38\x11\x00\x0co0nrVhREsp8ct\x07'	b' \x02\x00\x00'	b'20020000'	[]	7
b'101000044d51545404402c9100000002343424350f000447744f6ca1ac6435716f343579c0'	b'\x10\x10\x00\x04MQTT\x04@,\x91\x00\x00\x00\x0244$5\x0f\x00\x04GtOl\xa1\xacd5qo45y\xc0'	b' \x02\x00\x02'	b'20020002'	[]	7
b'101100044d51545404029fbd0005705961755a3411000679736f707544c39849517963781f'	b'\x10\x11\x00\x04MQTT\x04\x02\x9f\xbd\x00\x05pYauZ4\x11\x00\x06ysopuD\xc3\x98IQycx\x1f'	b' \x02\x00\x00'	b'20020000'	[]	7
b'101100044d5154540402ea1900054a3164614d3911000a6f71544d6b554d4a3971476f4b97'	b'\x10\x11\x00\x04MQTT\x04\x02\xea\x19\x00\x05J1daM9\x11\x00\noqTMkUMJ9qGoK\x97'	b' \x02\x00\x00'	b'20020000'	[]	7
b'101200064d51497364700340b55b00013700016934100007694167345955353884eb5845611e'	b'\x10\x12\x00\x06MQIsdp\x03@\xb5[\x00\x017\x00\x01i4\x10\x00\x07iAg4YU58\x84\xebXEa\x1e'	b' \x02\x00\x00'	b'20020000'	[]	7
b'100c00044d51545404007e1a0000196646cb4039120001666f32307762704f49465578db00'	b'\x10\x0c\x00\x04MQTT\x04\x00~\x1a\x00\x00\x19fF\xcb@9\x12\x00\x01fo20wbpOIFUx\xdb\x00'	b' \x02\x00\x02'	b'20020002'	[]	7
b'101100044d515454044229940002476700014b310d000c6e51485a4666536376756b4731e2'	b'\x10\x11\x00\x04MQTT\x04B)\x94\x00\x02Gg\x00\x01K1\r\x00\x0cnQHZFfScvukG1\xe2'	b' \x02\x00\x00'	b'20020000'	[]	7
b'100f00044d54545404025719000355647875390d000245736d7a6a6d6e536d6762357180'	b'\x10\x0f\x00\x04MTTT\x04\x02W\x19\x00\x03Udxu9\r\x00\x02EsmzjmnSmgb5q\x80'	b''	b''	[]	7
b'101200044d5154540402b9ea000630627032594c3b0d0002356bb1515353746a784c797a4cd0'	b'\x10\x12\x00\x04MQTT\x04\x02\xb9\xea\x00\x060bp2YL;\r\x00\x025k\xb1QSStjxLyzL\xd0'	b' \x02\x00\x00'	b'20020000'	[]	7
b'101000064d5149736470030274c000026858403d0d000765696b43754a3190d14031748780'	b'\x10\x10\x00\x06MQIsdp\x03\x02t\xc0\x00\x02hX@=\r\x00\x07eikCuJ1\x90\xd1@1t\x87\x80'	b' \x02\x00\x00'	b'20020000'	[]	7
b'101200064d51497364700302fc300004414948473a100009327236777370344b534887625150'	b'\x10\x12\x00\x06MQIsdp\x03\x02\xfc0\x00\x04AIHG:\x10\x00\t2r6wsp4KSH\x87bQP'	b' \x02\x00\x00'	b'20020000'	[]	7
b'101100064d51497364700300db2d0003363070390d00016358566c655445466b7a69664790'	b'\x10\x11\x00\x06MQIsdp\x03\x00\xdb-\x00\x0360p9\r\x00\x01cXVleTEFkzifG\x90'	b' \x02\x00\x00'	b'20020000'	[]	7
b'101200044d5154540402fc8f0006716e445957583b0f0006305955727852e957072862721640'	b'\x10\x12\x00\x04MQTT\x04\x02\xfc\x8f\x00\x06qnDYWX;\x0f\x00\x060YUrxR\xe9W\x07(br\x16@'	b' \x02\x00\x00'	b'20020000'	[]	7
b'101200044d5154540440e79a0002353800025a6c310b000a6e51754e5a72487346f32e00'	b'\x10\x12\x00\x04MQTT\x04@\xe7\x9a\x00\x0258\x00\x02Zl1\x0b\x00\nnQuNZrHsF\xf3.\x00'	b' \x02\x00\x00'	b'20020000'	[]	7
b'101100044d5154540402c5aa0005715459347832040000e48425673b0f000744674e71'	b'\x10\x11\x00\x04MQTT\x04\x02\xc5\xaa\x00\x05qTY4x2\x04\x00\x00\xe4\x84%g;\x0f\x00\x07DgNq'	b' \x02\x00\x00'	b'20020000'	[]	7
b'100f00044d51545404021cbb000372754414d0303100036f6563564a6749566e72d82a70'	b'\x10\x0f\x00\x04MQTT\x04\x02\x1c\xbb\x00\x03ruD\x14\xd001\x00\x03oecVJgIVnr\xd8*p'	b' \x02\x00\x00'	b'20020000'	[]	7
b'101200044d515454048296e100016a00035776383c0e0003505777b566636e396f65344d03a2'	b'\x10\x12\x00\x04MQTT\x04\x82\x96\xe1\x00\x01j\x00\x03Wv8<\x0e\x00\x03PWw\xb5fcn9oe4M\x03\xa2'	b' \x02\x00\x00P\x02\xb5f'	b'200200005002b566'	[]	8
b'101200044d5154540400e3ae00064c38566d6f66390f0009677852776650626767446552714e30'	b'\x10\x12\x00\x04MQTT\x04\x00\xe3\xae\x00\x06L8Vmof9\x0f\x00\tgxRwfPbggDeRqN0'	b' \x02\x00\x00'	b'20020000'	[]	8
b'100d00044d5154540402c27c00017a4468023a05000171c5b2464d47d44f0f00086830'	b'\x10\r\x00\x04MQTT\x04\x02\xc2|\x00\x01zDh\x02:\x05\x00\x01q\xc5\xb2FMG\xd4O\x0f\x00\x08h0'	b' \x02\x00\x00'	b'20020000'	[]	8
b'100f00044d5154540402316500036a714754340f0008794a39534e3136fa375369306e69'	b'\x10\x0f\x00\x04MQTT\x04\x021e\x00\x03jqGT4\x0f\x00\x08yJ9SN16\xfa7Si0ni'	b' \x02\x00\x00'	b'20020000'	[]	8
